"Bob","30","0","0","0","0","0","0","0","0","0","0","","","","",""
"Mik","35","0","0","0","0","0","0","0","0","0","0","","","","",""
"Otto","10","0","0","0","0","0","0","0","0","0","0","","","","",""
"Player1","80","0","0","0","0","0","0","0","0","0","0","","","","",""
